reference_id,target,booking_source,car_price,payment_mode_percent,token_type,emirates_of_registration,customer_nationality,test_drive_type,customer_age,customer_salary_bank,customer_salary,existing_emi,car_type,odo,model_year,car_age,loan_tenure,car_emi,new_emi,dbr,country_code_column,api_1_data_phone_basic_phoneValid,api_1_data_phone_basic_phoneDisposable,api_1_data_phone_basic_ported,api_1_data_phone_basic_portedHistory_changeInCarrierRegion,api_1_data_phone_social_profiles_emailProvider_google_registered,api_1_data_phone_social_profiles_ecommerce_amazon_registered,api_1_data_phone_social_profiles_socialMedia_facebook_registered,api_1_data_phone_social_profiles_socialMedia_twitter_registered,api_1_data_phone_social_profiles_socialMedia_instagram_registered,api_1_data_phone_social_profiles_professional_microsoft_registered,api_1_data_phone_social_profiles_professional_linkedin_registered,api_1_data_phone_social_profiles_messaging_telegram_registered,api_1_data_phone_social_profiles_messaging_telegram_privacyStatus,api_1_data_phone_social_profiles_messaging_whatsapp_registered,api_1_data_phone_social_profiles_messaging_whatsapp_privacyStatus,api_1_data_phone_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_consumerElectronics_apple_registered,api_1_data_email_social_profiles_emailProvider_google_registered,api_1_data_email_social_profiles_emailProvider_yahoo_registered,api_1_data_email_social_profiles_ecommerce_amazon_registered,api_1_data_email_social_profiles_ecommerce_ebay_registered,api_1_data_email_social_profiles_socialMedia_facebook_registered,api_1_data_email_social_profiles_socialMedia_instagram_registered,api_1_data_email_social_profiles_socialMedia_pinterest_registered,api_1_data_email_social_profiles_socialMedia_twitter_registered,api_1_data_email_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_professional_wordpress_registered,api_1_data_email_social_profiles_professional_linkedin_registered,api_1_data_email_social_profiles_professional_microsoft_registered,api_1_data_email_social_profiles_professional_hubspot_registered,api_1_data_email_social_profiles_entertainment_spotify_registered,api_1_data_email_social_profiles_entertainment_disneyplus_registered,api_1_data_email_social_profiles_financial_paypal_registered,api_1_data_email_basic_deliverable,api_1_data_email_basic_domainDetails_registered,api_1_data_email_basic_domainDetails_disposable,api_1_data_email_basic_domainDetails_freeProvider,api_1_data_email_basic_domainDetails_websiteExists,api_1_data_email_basic_domainDetails_acceptAll,api_1_data_email_basic_breach_isBreached,api_1_Eng_originalCarrier,api_1_Eng_currentCarrier,api_1_Eng_consumer_segment,api_1_data_phone_basic_portedHistory_numberOfPorts,api_1_data_phone_social_summary_registeredProfiles,api_1_data_phone_social_summary_registeredEmailProviderProfiles,api_1_data_phone_social_summary_registeredEcommerceProfiles,api_1_data_phone_social_summary_registeredSocialMediaProfiles,api_1_data_phone_social_summary_registeredProfessionalProfiles,api_1_data_phone_social_summary_registeredMessagingProfiles,api_1_data_phone_social_summary_numberOfPhotosReturned,api_1_data_email_social_summary_registeredProfiles,api_1_data_email_social_summary_registeredConsumerElectronicsProfiles,api_1_data_email_social_summary_registeredEmailProviderProfiles,api_1_data_email_social_summary_registeredEcommerceProfiles,api_1_data_email_social_summary_registeredSocialMediaProfiles,api_1_data_email_social_summary_registeredMessagingProfiles,api_1_data_email_social_summary_registeredProfessionalProfiles,api_1_data_email_social_summary_registeredEntertainmentProfiles,api_1_data_email_social_summary_registeredFinancialProfiles,api_1_data_email_social_summary_numberOfNamesReturned,api_1_data_email_basic_breach_noOfBreaches,api_1_data_email_basic_emailTenure,api_1_Eng_data_email_basic_breach_lastBreach_delta,api_1_Eng_platform_availability,api_1_Eng_data_phone_social_profiles_messaging_whatsapp_photo_availability,api_1_Eng_frequent_user,api_1_Eng_registeredEcommerceProfiles_comparison,api_1_Eng_registeredEmailProviderProfiles_comparison,api_1_Eng_registeredMessagingProfiles_comparison,api_1_Eng_registeredProfessionalProfiles_comparison,api_1_Eng_available_top3_segments,name_available,name_similarity_match_with_email_before_domain,location_present,location,photo_present,employement_history_count,recent_employer_name,education_history_count,designation_present,current_designation,number_of_designation,designation_changed,no_of_different_employer,work_experiance,joining_date_present_of_employemnt,exit_date_present_of_previous_employment,difference_between_no_joining_vs_no_exist,employer_logo_present,no_of_employer_logo_present,no_of_employement_linkedin_url_present,field_of_study_present,field_of_degree_present,field_of_school_present,first_education_completed_year_ago,current_exp_in_recent_company,total_time_spent_on_study,list_of_degree_name
P7N9YX,0,MobileApp,59999,100% - financing,NEX_TOKEN,ABU_DHABI,Philippines,HOME,47,ADCB,6600.0,1.0,PRIME,70359,2020,3,5,939.9843333,940.9843333,14.25733838,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,True,PUBLIC,True,PUBLIC,False,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,7.0,1.0,1.0,2.0,1.0,2.0,2.0,10.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,11.0,16.1,1315.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
KGKMI4,0,CC,59999,100% - financing,EX_TOKEN,ABU_DHABI,Philippines,HOME,41,ADCB,17500.0,4050.0,PRIME,11608,2023,0,5,939.9843333,4989.984333,28.51419619,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,True,True,,,,True,PUBLIC,False,True,True,True,False,False,True,,False,True,False,False,,False,False,True,False,True,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,0.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,16.1,5882.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
0C8UQN,0,MobileApp,89999,80% - financing,NEX_TOKEN,DUBAI,Philippines,HUB,33,Others,17000.0,1.0,PRIME,53495,2020,3,5,1409.984333,1410.984333,8.299907843,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,False,,True,PUBLIC,False,False,True,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.11,2077.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
OK704D,0,mSite,75999,100% - financing,NEX_TOKEN,DUBAI,Australia,HOME,38,ADCB,19000.0,1.0,PRIME,102057,2019,4,5,1190.651,1191.651,6.271847368,AE,True,False,False,NOT_SUPPORTED,True,False,False,True,False,False,,,,True,PUBLIC,False,True,True,True,True,True,False,,True,False,True,False,,True,False,True,True,False,True,True,False,True,True,False,True,DU,DU,,,3.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,8.4,2380.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.8,True,"Dubai, United Arab Emirates",True,7.0,DAMAC Hotels & Resorts,3.0,True,Business Analyst,7.0,True,3.0,11.8,True,True,1.0,True,7.0,7.0,True,True,True,20.0,0.73,7,"['Master of Business Administration - MBA, Business Administration and Management, General', 'Advanced Diploma, Accounting', 'year 12 certificate, Accounting']"
BFBMFR,1,MobileApp,44999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,29,DIB,4100.0,1000.0,PRIME,30499,2024,0,5,704.9843333,1704.984333,41.58498374,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,False,,True,PRIVATE,True,PUBLIC,False,False,True,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,7.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
KCBX2A,0,MobileApp,79999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,33,ENBD,6000.0,1.0,PRIME,44196,2022,1,5,1253.317667,1254.317667,20.90529444,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,False,,True,PUBLIC,False,True,True,,True,False,True,,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,False,False,DU,DU,,,3.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,,,10.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
JJDZGV,1,WebApp,59099,80% - financing,NEX_TOKEN,DUBAI,Russian Federation,HUB,25,Others,5000.0,1.0,PRIME,78049,2022,1,5,925.8843333,926.8843333,18.53768667,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,True,PUBLIC,True,PUBLIC,False,,True,False,False,False,False,,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,4.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
7GA5E5,0,MobileApp,67999,100% - financing,NEX_TOKEN,DUBAI,Philippines,HUB,34,Others,5000.0,1.0,PRIME,89074,2020,3,5,1065.317667,1066.317667,21.32635333,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,False,True,,False,,True,PRIVATE,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.22,810.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
29RUGT,0,WebApp,64999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,35,ADCB,21000.0,0.0,PRIME,49351,2020,3,5,1018.317667,1018.317667,4.849131746,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,,False,,False,,True,PRIVATE,False,False,True,,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,3.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,,,6.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
6WQTC5,0,MobileApp,69999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,36,ENBD,33000.0,1.0,PRIME,58213,2022,1,5,1096.651,1097.651,3.326215152,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,,False,,,,True,PUBLIC,False,True,True,True,True,False,,,True,True,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,9.0,12.26,1173.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.75,True,"Haryana, India",True,6.0,Unimetals,3.0,True,General Manager: Production and Process Engineering,6.0,True,3.0,14.02,True,True,1.0,True,5.0,6.0,True,True,True,18.0,0.82,7,"['Master of Technology - MTech, Chemical Engineering', 'B.tech, chemical engg.', '12, cbse']"
ZSRMJT,0,MobileApp,51799,100% - financing,EX_TOKEN,DUBAI,India,HUB,35,ADCB,15000.0,2057.0,PRIME,78381,2020,3,5,811.5176667,2868.517667,19.12345111,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,True,True,,True,PRIVATE,True,PRIVATE,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,7.0,1.0,0.0,2.0,1.0,3.0,0.0,8.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,6.21,1410.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.66,True,"Dubai, United Arab Emirates",True,3.0,GBH International Contracting LLC,1.0,True,Construction Estimator,3.0,True,3.0,9.51,True,True,1.0,True,3.0,3.0,True,True,True,17.0,7.48,3,
7ANB5V,1,WebApp,66999,100% - financing,NEX_TOKEN,ABU_DHABI,Sri Lanka,HOME,44,EIB,13500.0,5500.0,PRIME,100604,2019,4,5,1049.651,6549.651,48.51593333,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,False,,False,,True,PRIVATE,False,,True,False,True,False,True,,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,0.0,1.0,2.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,11.77,4298.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
JWZT9I,0,MobileApp,35999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,32,ADCB,8000.0,800.0,PRIME,101671,2018,5,5,563.9843333,1363.984333,17.04980417,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,False,False,,False,,True,PUBLIC,False,,True,True,True,False,,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,9.0,10.88,1233.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
HSEY5J,1,MobileApp,60759,100% - financing,NEX_TOKEN,AJMAN,India,HOME,34,ADCB,5023.0,0.0,PRIME,52473,2022,1,5,951.891,951.891,18.95064702,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,,False,,True,PUBLIC,,,True,True,False,False,True,False,False,,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,6.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,6.52,810.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
44PN4X,0,MobileApp,35999,80% - financing,NEX_TOKEN,DUBAI,India,HOME,31,ENBD,37000.0,15000.0,PRIME,125711,2016,7,4,683.981,15683.981,42.38913784,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,False,False,,,,True,PUBLIC,True,True,True,,True,False,False,False,False,True,True,False,True,True,False,,False,False,True,True,False,True,True,False,False,DU,DU,,,3.0,0.0,0.0,1.0,0.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,,,8.0,1.0,1.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
1LSPU4,0,MobileApp,59695,100% - financing,NEX_TOKEN,DUBAI,India,HUB,33,ENBD,11000.0,1250.0,PRIME,58055,2020,3,5,935.2216667,2185.221667,19.86565152,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,True,True,,False,,True,PUBLIC,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,4.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,,,5.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
PN9977,0,MobileApp,84899,100% - financing,NEX_TOKEN,DUBAI,United Kingdom,HOME,36,ENBD,22000.0,1.0,PRIME,79326,2022,1,5,1330.084333,1331.084333,6.050383333,AE,True,False,False,NOT_SUPPORTED,True,False,False,False,False,False,,,,True,PUBLIC,False,True,True,True,True,False,True,,True,True,True,,True,True,,True,True,False,True,True,False,True,True,False,True,DU,DU,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,122.0,16.1,21.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.9,True,"united states, north america",False,0.0,,0.0,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
M0ED43,0,mSite,97999,80% - financing,EX_TOKEN,DUBAI,Philippines,HUB,33,ADCB,20000.0,1700.0,PRIME,85535,2016,7,4,1861.981,3561.981,17.809905,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,True,,,,True,PRIVATE,False,True,True,True,True,False,True,True,False,False,False,False,,False,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,DU,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
FE0YAC,0,MobileApp,50999,100% - financing,NEX_TOKEN,ABU_DHABI,India,HUB,30,ADCB,5500.0,750.0,PRIME,145381,2016,7,4,968.981,1718.981,31.2542,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,False,,,,True,PUBLIC,False,True,True,True,True,False,True,True,True,True,True,False,,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,6.11,1410.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
46QNZJ,0,MobileApp,79999,80% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,36,ENBD,32300.0,1.0,PRIME,77129,2019,4,5,1253.317667,1254.317667,3.883336429,AE,True,False,False,NOT_SUPPORTED,True,False,True,True,False,True,,False,,True,PRIVATE,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,0.0,2.0,1.0,1.0,0.0,14.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,7.0,7.23,72.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
7G3YRN,1,MobileApp,59999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,36,ADCB,8000.0,1.0,PRIME,29131,2020,3,5,939.9843333,940.9843333,11.76230417,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,True,,False,,True,PRIVATE,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,0.0,1.0,2.0,1.0,1.0,0.0,12.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,5.0,12.26,810.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.46,True,"united arab emirates, asia",False,2.0,aramex,5.0,False,,,False,2.0,4.66,True,True,0.0,False,,,False,False,True,14.0,10.16,9,[]
2WSEHF,0,MobileApp,79999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,47,ENBD,18000.0,1.0,PRIME,36312,2021,2,5,1253.317667,1254.317667,6.968431481,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,False,False,,False,,True,PRIVATE,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,DU,DU,,,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
BK1W3B,0,MobileApp,59690,100% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,33,Others,20000.0,5000.0,PRIME,109174,2017,6,5,935.1433333,5935.143333,29.67571667,AE,True,False,False,NOT_SUPPORTED,True,False,False,False,False,False,,,,True,PUBLIC,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,DU,DU,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
XE2HJ7,0,MobileApp,46990,100% - financing,NEX_TOKEN,DUBAI,Philippines,HUB,30,Others,7650.0,1.0,PRIME,102188,2017,6,5,736.1766667,737.1766667,9.636296296,AE,True,False,False,NOT_SUPPORTED,False,True,True,True,False,False,,False,,True,PUBLIC,False,True,True,False,True,True,True,,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,2.0,0.0,1.0,1.0,14.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,4.11,1501.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
F2HBO0,1,MobileApp,32999,100% - financing,NEX_TOKEN,DUBAI,Philippines,HOME,46,Others,10150.0,1500.0,PRIME,56302,2020,3,5,516.9843333,2016.984333,19.87176683,AE,True,False,False,NOT_SUPPORTED,True,False,,True,,True,,,,True,PRIVATE,True,True,True,True,True,False,True,,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,0.0,1.0,1.0,2.0,0.0,10.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,9.0,16.1,1315.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
QJ04UX,0,WebApp,61999,80% - financing,EX_TOKEN,DUBAI,India,HUB,36,Others,7500.0,1.0,PRIME,79642,2016,7,4,1177.981,1178.981,15.71974667,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,False,,True,PRIVATE,True,PRIVATE,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,ETISALAT,DU,,,7.0,1.0,1.0,3.0,0.0,2.0,0.0,15.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,7.0,16.1,21.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.85,True,"Dubai, United Arab Emirates",True,4.0,Glendale International School - Dubai,1.0,True,Teacher of Music,4.0,True,4.0,9.95,True,True,1.0,True,2.0,4.0,True,True,True,13.0,1.06,4,
JT0H4C,0,MobileApp,79995,100% - financing,NEX_TOKEN,DUBAI,India,HUB,53,ENBD,21000.0,0.0,PRIME,117348,2020,3,5,1253.255,1253.255,5.967880952,AE,True,False,False,NOT_SUPPORTED,True,True,False,True,True,False,,,,True,PUBLIC,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,5.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.54,True,"Dubai, Dubai, United Arab Emirates",True,7.0,AL ADRAK TRADING AND CONTRACTING COMPANY,2.0,True,Project Manager,7.0,True,7.0,22.38,True,True,1.0,True,5.0,7.0,True,True,True,31.0,0.56,4,"['Bachelor of Technology - BTech, Civil Engineering']"
CFHIVN,1,WebApp,45499,100% - financing,NEX_TOKEN,DUBAI,Egypt,HOME,30,ADCB,5500.0,1.0,PRIME,52069,2021,2,5,712.8176667,713.8176667,12.97850303,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,True,,False,,True,PRIVATE,False,False,True,False,False,False,True,,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
O1F9FR,1,MobileApp,63899,100% - financing,NEX_TOKEN,DUBAI,Philippines,HUB,31,ENBD,7500.0,1444.0,PRIME,65717,2019,4,5,1001.084333,2445.084333,32.60112444,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,True,PUBLIC,True,PUBLIC,False,,True,False,True,False,False,False,True,True,False,False,,True,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,,,,7.0,1.0,1.0,2.0,1.0,2.0,2.0,8.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,7.0,1.0,1.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
J2ATOE,0,CC,72111,80% - financing,EX_TOKEN,ABU_DHABI,Morocco,HUB,40,ENBD,10000.0,1.0,PRIME,39887,2021,2,5,1129.739,1130.739,11.30739,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,False,,,,True,PRIVATE,False,True,False,True,False,True,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,False,False,False,ETISALAT,,,,6.0,1.0,1.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
6LBR6T,0,MobileApp,62690,80% - financing,NEX_TOKEN,DUBAI,Philippines,HOME,33,ENBD,6000.0,1.0,PRIME,124077,2016,7,4,1191.11,1192.11,19.8685,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,True,False,,,,True,PUBLIC,False,False,True,False,False,False,False,,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.87,684.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
